date,symbol,side,quantity,price,amount,reason,exit_type,pnl,hold_days,is_partial,archetype
0,SWKS,buy,1.358376839612701,82.50264080200196,112.0696764723253,buy,,0.0,0,False,defensive_income
0,KT,buy,7.261560656415495,15.232662566757202,110.61290318721717,buy,,0.0,0,False,quality_compounder
0,HOMB,buy,3.70077855490002,29.24651149978638,108.23486256404625,buy,,0.0,0,False,defensive_income
0,NNN,buy,2.7712359879520267,38.9477955619812,107.93353271276054,buy,,0.0,0,False,defensive_income
15,HOMB,sell,9.157918425771406,26.64725685119629,243.6917577475145,,trailing_stop,-17.421753577920242,15,False,defensive_income
15,O,buy,1.4582099762389582,48.93852389144898,71.36264376091951,buy,,0.0,0,False,defensive_income
18,NNN,sell,8.83937341808973,35.5268669128418,313.595593677161,,trailing_stop,-22.520156133866863,18,False,defensive_income
20,CTRE,buy,3.2108056370108398,24.786636419677738,79.58507193883946,buy,,0.0,0,False,defensive_income
25,HOMB,buy,2.4672951052438012,29.16974783935547,71.9703760652377,buy,,0.0,0,False,defensive_income
25,NNN,buy,1.852566430600963,36.807500939941406,68.18834063564884,buy,,0.0,0,False,defensive_income
35,SWKS,sell,5.96262382611161,80.11233520507812,477.01096705311585,,trailing_stop,-24.725618207985008,35,False,defensive_income
35,T,buy,3.6975468281207498,23.024046129226686,85.13248873562796,buy,,0.0,0,False,defensive_income
45,SWKS,buy,1.0153265139666263,63.09135535125733,64.05832589022175,buy,,0.0,0,False,defensive_income
45,CTSH,buy,0.7101019558499932,86.72377497711182,61.58272222994181,buy,,0.0,0,False,quality_compounder
48,CTRE,sell,5.3798607760515225,23.66054344177246,127.11222300101132,,trailing_stop,-9.72034537041121,28,False,defensive_income
59,HOMB,sell,16.584890840866933,27.21001434326172,450.6433324966932,,trailing_stop,-27.665511331282175,34,False,defensive_income
65,MDT,buy,0.7072799112133829,88.79912073216491,62.80583422727206,buy,,0.0,0,False,defensive_income
65,BP,buy,1.9169409252578022,31.99903203868574,61.3402540835923,buy,,0.0,0,False,defensive_income
67,CTSH,sell,0.7101019558499932,75.32479095458984,53.41199675522389,,trailing_stop,-8.170725474717912,22,False,quality_compounder
70,DTE,buy,0.4152061755500929,130.31875068328785,54.10915007367401,buy,,0.0,0,False,defensive_income
72,SWKS,sell,3.303006379541384,62.98228073120117,207.58074412874447,,trailing_stop,-3.0009548308873377,27,False,defensive_income
75,ADC,buy,0.8258448484209768,73.51202496169324,60.70952711160862,buy,,0.0,0,False,defensive_income
77,BP,sell,5.623585420539698,29.262218475341797,164.30202852092768,,trailing_stop,-15.007198701562373,12,False,defensive_income
78,MDT,sell,0.7072799112133829,80.32701110839844,56.725133224510266,,trailing_stop,-6.080701002761792,13,False,defensive_income
79,NNN,sell,14.42874849511766,35.8303108215332,516.2107471534555,,trailing_stop,-29.830830547259097,54,False,defensive_income
79,O,sell,10.817456742226533,49.88006591796875,538.8011416975047,,trailing_stop,-15.390105592059513,64,False,defensive_income
80,DTE,sell,0.4152061755500929,123.2638168334961,51.10679645853564,,trailing_stop,-3.002353615138368,10,False,defensive_income
80,ED,buy,1.4146768244671672,101.92427400772031,144.18990828936322,buy,,0.0,0,False,defensive_income
80,CTRE,buy,5.596314386539688,25.62899302369997,143.42790237105743,buy,,0.0,0,False,defensive_income
90,O,buy,1.776289290709553,54.78394746139923,97.31213917847826,buy,,0.0,0,False,defensive_income
90,DTE,buy,0.7038450096944351,131.93971367781086,92.86510905263977,buy,,0.0,0,False,defensive_income
90,NNN,buy,2.3930835185628903,38.33654135152166,91.74254526703119,buy,,0.0,0,False,defensive_income
103,ED,sell,2.438562473371811,99.3629150390625,241.93814062940515,,trailing_stop,-12.279800992043278,23,False,defensive_income
105,ADC,sell,3.9130946119814665,69.41954040527344,271.261883448186,,trailing_stop,-5.510171878497715,30,False,defensive_income
105,SWKS,buy,1.5397819581909575,68.78967995898356,105.92110811057296,buy,,0.0,0,False,defensive_income
110,TRI,buy,0.3726982112062585,188.12912472133502,70.11538825944066,buy,,0.0,0,False,defensive_income
120,HRL,buy,1.7726528629642486,29.29085708498866,51.92252167038179,buy,,0.0,0,False,defensive_income
130,TD,buy,0.5760370040712203,69.68969694543676,40.143844243080665,buy,,0.0,0,False,quality_compounder
131,DTE,sell,1.2064478232917137,130.7523956298828,157.5200103481239,,weak_value,-2.85000613224787,41,False,defensive_income
135,KEY,buy,3.0113695636503217,16.71618075466485,50.338597945075,buy,,0.0,0,False,defensive_income
140,KSS,buy,5.455094816331892,8.841743866023094,48.232551130876885,buy,,0.0,0,False,defensive_income
140,CG,buy,0.8467510052523085,53.68702688439882,45.45954398337241,buy,,0.0,0,False,defensive_income
142,O,sell,4.545422488009137,54.401973724365234,246.9537654958732,,weak_value,-0.5404935891467346,52,False,defensive_income
144,HRL,sell,1.7726528629642486,29.057636260986328,51.437198894638044,,weak_value,-0.4853227757437466,24,False,defensive_income
145,FUTU,buy,0.42534989608581875,144.89719024936474,61.6320048156944,buy,,0.0,0,False,quality_compounder
148,SWKS,sell,6.824266604386981,69.28598022460938,472.06894417485995,,trailing_stop,1.278953256199486,43,False,defensive_income
151,KSS,sell,9.04686676778373,14.016712188720703,126.42756689418486,,harvest_exit,38.98765065759089,11,True,defensive_income
152,KSS,sell,13.570300151675593,12.022703170776367,162.64930713664194,,trailing_stop,31.489432781750992,12,False,defensive_income
155,NKE,buy,1.1508330547732715,77.96120687417584,89.72033386081876,buy,,0.0,0,False,defensive_income
156,CTRE,sell,7.379340938547879,30.31853485107422,223.41253736887074,,trim_exit,23.807486107663863,76,True,defensive_income
157,CTRE,sell,4.944158428827079,30.570947647094727,150.93295904133768,,trim_exit,17.1975746963291,77,True,defensive_income
158,CTRE,sell,3.3125861473141427,30.871898651123047,102.12090322181203,,trim_exit,12.518195710656272,78,True,defensive_income
159,FUTU,sell,0.9720693869731879,139.43382263183594,135.24552973272748,,trailing_stop,-14.100191932330688,14,False,quality_compounder
159,CTRE,sell,2.2194327187004754,31.056354522705078,68.82988391233533,,trim_exit,8.79606987986098,79,True,defensive_income
160,CTRE,sell,1.4870199215293185,31.939796447753906,47.42760728536816,,trim_exit,7.204951883610349,80,True,defensive_income
160,KSS,buy,12.736629427846799,11.1684664762521,142.24861878535293,buy,,0.0,0,False,defensive_income
160,BP,buy,3.976559003918147,30.873865520570636,122.7717479215832,buy,,0.0,0,False,defensive_income
