date,symbol,side,quantity,price,amount,reason,exit_type,pnl,hold_days,is_partial,archetype
0,SWKS,buy,1.3615749875017982,82.50264844207764,112.33354252138712,buy,,0.0,0,False,defensive_income
0,NNN,buy,2.8791071672815556,38.9477955619812,112.13487735231685,buy,,0.0,0,False,defensive_income
0,KT,buy,7.278738542096668,15.232662566757202,110.8745681234088,buy,,0.0,0,False,quality_compounder
0,HOMB,buy,3.5650627714662053,29.24650958976746,104.26564253380933,buy,,0.0,0,False,defensive_income
15,HOMB,sell,8.827250723539171,26.647254943847656,234.8926896827352,,trailing_stop,-16.790672047844737,15,False,defensive_income
15,O,buy,1.4492480748194998,48.938512431335454,70.92404492564306,buy,,0.0,0,False,defensive_income
18,NNN,sell,9.156666543863517,35.52686309814453,324.8522080449646,,trailing_stop,-23.353006083101775,18,False,defensive_income
20,CTRE,buy,3.216365322390995,24.786636419677738,79.72287783896516,buy,,0.0,0,False,defensive_income
25,NNN,buy,1.9128127885470791,36.80750475997925,70.4058658193958,buy,,0.0,0,False,defensive_income
25,HOMB,buy,2.3898377337930876,29.16974783935547,69.7109640717211,buy,,0.0,0,False,defensive_income
35,SWKS,sell,5.964504973894279,80.11233520507812,477.16145921045285,,trailing_stop,-24.739187093902558,35,False,defensive_income
35,T,buy,3.7045004723415342,23.024046129226686,85.29258976093354,buy,,0.0,0,False,defensive_income
45,SWKS,buy,1.0167323918430573,63.09135535125733,64.14702463090414,buy,,0.0,0,False,defensive_income
45,CTSH,buy,0.7110974050647404,86.72376733703614,61.66904591080469,buy,,0.0,0,False,quality_compounder
48,CTRE,sell,5.382423855610078,23.660545349121094,127.17279220664007,,trailing_stop,-9.718493166708086,28,False,defensive_income
59,HOMB,sell,14.237000556135355,27.210012435913086,386.84661763548894,,trailing_stop,-25.313932293144433,34,False,defensive_income
65,MDT,buy,0.6654790098282685,88.79912073960844,59.09395094341548,buy,,0.0,0,False,defensive_income
65,BP,buy,1.820861137970879,31.9990301217661,58.26579040148346,buy,,0.0,0,False,defensive_income
67,CTSH,sell,0.7110974050647404,75.32477569580078,53.48686092136636,,trailing_stop,-8.182184989438333,22,False,quality_compounder
70,ED,buy,0.5081677416552631,101.43780939330755,51.54742251785414,buy,,0.0,0,False,defensive_income
72,SWKS,sell,4.07323934360166,62.98228454589844,255.98682177456308,,trailing_stop,-2.8146721024253054,27,False,defensive_income
75,ADC,buy,0.8458821575769058,73.51202488149349,62.182510214604896,buy,,0.0,0,False,defensive_income
77,BP,sell,5.523497487527056,29.26222038269043,161.37781024957567,,trailing_stop,-14.700526748570525,12,False,defensive_income
78,MDT,sell,0.6654790098282685,80.32701110839844,53.37262501619411,,trailing_stop,-5.721325927221379,13,False,defensive_income
79,NNN,sell,14.77156511976087,35.83031463623047,528.475597261591,,trailing_stop,-30.281650564956408,54,False,defensive_income
79,O,sell,10.698276950917384,49.880069732666016,532.865017122224,,trailing_stop,-14.99731172711813,64,False,defensive_income
