date,symbol,side,quantity,price,amount,reason,exit_type,pnl,hold_days,is_partial,archetype,archetype_at_entry,archetype_at_exit,decision_source
70,SLB,buy,4.65625885258371,41.22620252465868,191.95987046385088,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
76,DVN,sell,19.610165431212298,32.32289505004883,632.6963072073053,,trailing_stop,-65.00815130761964,16,False,defensive_income,defensive_income,defensive_income,archetype_rule
76,CVX,sell,3.6823137913519517,148.04090881347656,544.3224732872741,,trailing_stop,-3.506962009977542,26,False,defensive_income,defensive_income,defensive_income,archetype_rule
76,SLB,sell,4.65625885258371,38.0469970703125,176.86746659552162,,trailing_stop,-15.092403868329257,6,False,defensive_income,defensive_income,defensive_income,archetype_rule
77,AMGN,sell,0.48410926261294546,283.2958984375,136.93775346095097,,trailing_stop,-10.376857418188479,12,False,defensive_income,defensive_income,defensive_income,archetype_rule
79,TAK,sell,54.255391748542436,14.0600004196167,761.755619778548,,trailing_stop,-28.04061618602691,34,False,defensive_income,defensive_income,defensive_income,archetype_rule
80,BRK.B,buy,0.6672904888285034,522.2011655579637,348.4598710319878,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
80,AIG,buy,4.286421518219502,81.13116054781986,347.7623523702961,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
80,LKQ,buy,8.358575456216514,39.71268808249912,331.9414999067592,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
85,INVH,buy,8.069627954631558,31.72995250528281,256.0489117357618,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
90,LKQ,sell,14.352374315803676,35.50429153442383,508.6707812098214,,trailing_stop,-59.985642491288615,10,False,defensive_income,defensive_income,defensive_income,archetype_rule
90,TAK,buy,17.770366081366106,15.131911896455655,268.89961391099587,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
90,FIS,buy,3.265239572613542,78.01031833468687,254.72237849859934,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
95,EXEL,buy,4.898121375047811,38.952740741096065,190.79525204065834,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
95,TRP,buy,3.3858122264512978,48.95402729583391,165.74914415226502,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
100,TAK,sell,30.43776953536554,14.270000457763672,433.70495110289454,,trailing_stop,-25.85870402127665,10,False,defensive_income,defensive_income,defensive_income,archetype_rule
100,UBER,buy,2.2634934668404183,82.4603125015316,186.64837862083604,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
100,EA,buy,1.0766381105215679,155.08717759156394,166.97276584830425,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
101,BRK.B,sell,1.1263616964206662,513.739990234375,577.7522934904714,,weak_value,-8.155047698234853,21,False,quality_compounder,quality_compounder,quality_compounder,global_rule
101,AIG,sell,4.286421518219502,80.59849548339844,344.91710494831466,,weak_value,-2.845247421981469,21,False,defensive_income,defensive_income,defensive_income,global_rule
109,INVH,sell,20.81546388233779,32.19965362548828,669.2162593795466,,weak_value,-5.031624323136384,24,False,defensive_income,defensive_income,defensive_income,global_rule
115,QSR,buy,2.4346944345674153,68.94362063013315,167.85664944711243,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
115,TAK,buy,11.138850974565786,15.052214461685878,167.66437372592296,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
120,ONDS,buy,76.27853045400899,1.7061359946549641,130.1415464269696,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
120,TSM,buy,0.6295241883577279,203.06618900979825,127.83507781929022,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
121,TRP,sell,3.3858122264512978,48.33369445800781,163.40178512506543,,weak_value,-2.3473590271995874,26,False,defensive_income,defensive_income,defensive_income,global_rule
121,EA,sell,1.0766381105215679,146.34375,157.3173615918004,,weak_value,-9.655404256503857,21,False,quality_compounder,quality_compounder,quality_compounder,global_rule
121,UBER,sell,7.537758061081423,87.12000274658203,655.4411499987995,,weak_value,-1.8409114114411977,21,False,quality_compounder,quality_compounder,quality_compounder,global_rule
122,EXEL,sell,15.198946601079355,42.52000045776367,644.9535642281948,,weak_value,-4.6433304011168275,27,False,quality_compounder,quality_compounder,quality_compounder,global_rule
123,QSR,sell,2.4346944345674153,65.18170166015625,158.4491656448298,,trailing_stop,-9.407483802282627,8,False,defensive_income,defensive_income,defensive_income,archetype_rule
130,BG,buy,2.5935345691002225,81.98506283713635,212.6310946179671,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
130,DAR,buy,5.486233272664102,38.60653418191745,211.80445237107952,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
135,CFG,buy,3.571122572406634,43.43093020676824,155.09717520200718,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
137,TSM,sell,1.2244651487792522,231.58584594726562,283.02214447557645,,trim_exit,24.40059999536851,17,True,quality_compounder,quality_compounder,quality_compounder,global_rule
138,BG,sell,2.5935345691002225,76.2918472290039,197.52547568652497,,trailing_stop,-15.105618931442137,8,False,defensive_income,defensive_income,defensive_income,archetype_rule
138,TSM,sell,0.8203916496820989,232.77549743652344,190.59897231046477,,trim_exit,17.322537508725446,18,True,quality_compounder,quality_compounder,quality_compounder,global_rule
140,TAK,sell,11.138850974565786,15.020000457763672,167.05948632078193,,weak_value,-0.604887405141028,25,False,defensive_income,defensive_income,defensive_income,global_rule
140,C,buy,2.519693514265455,83.80880862573157,211.17251153257055,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
140,TEL,buy,1.2305318358777322,170.90973620340188,210.309871459751,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
143,FIS,sell,18.178805097528848,77.05447387695312,1398.527247882295,,weak_value,-13.858631298781575,53,False,defensive_income,defensive_income,defensive_income,global_rule
145,VYX,buy,23.867822058308853,13.696235782460617,326.89931852441254,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
145,CG,buy,5.7804707798155475,56.26037055537581,325.21142805694484,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
150,ONDS,sell,231.2790637448329,2.0999999046325684,484.1039277963994,,trailing_stop,70.83285837445544,30,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
150,AVGO,buy,0.9434476333210241,277.4660717838854,261.77470875138806,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
151,DAR,sell,5.486233272664102,36.86000061035156,201.8554467330159,,weak_value,-9.949005638063625,21,False,quality_compounder,quality_compounder,quality_compounder,global_rule
151,CFG,sell,3.518087803365729,48.317264556884766,169.72499134957678,,trim_exit,12.56448913531267,16,True,defensive_income,defensive_income,defensive_income,global_rule
153,CG,sell,1.9075553573391308,61.82417297363281,117.7372892314804,,trim_exit,10.417517972688586,8,True,defensive_income,defensive_income,defensive_income,global_rule
154,CG,sell,1.2780620894172174,61.33698272705078,78.26212017881485,,trim_exit,6.357873435424352,9,True,defensive_income,defensive_income,defensive_income,global_rule
155,CG,sell,0.8563015999095357,61.09339141845703,52.227314321657566,,trim_exit,4.051469003585929,10,True,defensive_income,defensive_income,defensive_income,global_rule
158,CG,sell,1.7385517331496634,57.20562744140625,99.28679555856345,,trailing_stop,1.4752308218725574,13,False,defensive_income,defensive_income,defensive_income,archetype_rule
165,GOOGL,buy,0.7761916628574361,203.1815075932699,157.70779224070097,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
166,VYX,sell,78.95272740359215,12.710000038146973,1001.7782737131064,,trailing_stop,-95.03478233948192,21,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
170,IQV,buy,1.1309742382531378,192.71908333354202,217.96031846999566,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
170,CG,buy,3.543865636104771,61.413014505137184,217.6394717143595,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
172,TSM,sell,4.8997664047099665,225.36990356445312,1102.5136381132534,,weak_value,-3.438605862208533,52,False,quality_compounder,quality_compounder,quality_compounder,global_rule
175,BP,buy,8.453881630536655,33.42530607759382,282.57358104443557,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
175,RMBS,buy,3.6244919338317114,75.17414642560526,272.46808735229024,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
178,CFG,sell,7.046430729662159,51.08271026611328,359.42521521041624,,trim_exit,26.666165697454232,43,True,defensive_income,defensive_income,defensive_income,global_rule
180,WWW,buy,8.533009354620567,30.974348430549853,264.30440491115877,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
180,ONDS,buy,46.68745896329633,5.048789966118814,235.71517435747438,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
181,GOOGL,sell,0.2561432487429539,231.7775421142578,59.27595713737605,,trim_exit,7.232385697944736,16,True,quality_compounder,quality_compounder,quality_compounder,global_rule
182,GOOGL,sell,0.17161597665777914,234.47146606445312,40.17648201284775,,trim_exit,5.307289148428765,17,True,quality_compounder,quality_compounder,quality_compounder,global_rule
183,GOOGL,sell,0.11498270436071201,233.72247314453125,26.832519635256922,,trim_exit,3.4701604160962063,18,True,quality_compounder,quality_compounder,quality_compounder,global_rule
184,GOOGL,sell,0.07703841192167704,239.30491638183594,18.407117561606483,,trim_exit,2.7543368847688043,19,True,quality_compounder,quality_compounder,quality_compounder,global_rule
185,GOOGL,sell,0.05161573598752362,238.84552001953125,12.309100581137129,,trim_exit,1.8217375276558823,20,True,quality_compounder,quality_compounder,quality_compounder,global_rule
186,GOOGL,sell,0.03458254311164083,240.0438995361328,8.2884934233809,,trim_exit,1.2619601775484641,21,True,quality_compounder,quality_compounder,quality_compounder,global_rule
187,GOOGL,sell,0.023170303884799355,240.4733123779297,5.563240888607178,,trim_exit,0.8554636138994463,22,True,quality_compounder,quality_compounder,quality_compounder,global_rule
188,GOOGL,sell,0.015524103602815567,251.26864624023438,3.8946208685638446,,trim_exit,0.7404100945096648,23,True,quality_compounder,quality_compounder,quality_compounder,global_rule
189,C,sell,2.519693514265455,99.05615997314453,249.22994338310573,,take_profit,38.05743185053518,49,False,defensive_income,defensive_income,defensive_income,archetype_rule
189,GOOGL,sell,0.01040114941388643,250.8192596435547,2.6047283854725967,,trim_exit,0.49140716685629604,24,True,quality_compounder,quality_compounder,quality_compounder,global_rule
190,GOOGL,sell,0.006968770107303908,249.19146728515625,1.7338410185926654,,trim_exit,0.3179158021197439,25,True,quality_compounder,quality_compounder,quality_compounder,global_rule
190,GMAB,buy,6.0036046071025115,28.126747722018507,168.8618722067204,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
191,IQV,sell,1.1309742382531378,190.1999969482422,214.70230228028555,,weak_value,-3.258016189710105,21,False,quality_compounder,quality_compounder,quality_compounder,global_rule
191,GOOGL,sell,0.0046690759718936185,251.68807983398438,1.1733191321390954,,trim_exit,0.22464923710223805,26,True,quality_compounder,quality_compounder,quality_compounder,global_rule
192,GOOGL,sell,0.003128280901168724,254.3744354248047,0.794537958597227,,trim_exit,0.15892912892253264,27,True,quality_compounder,quality_compounder,quality_compounder,global_rule
193,WWW,sell,21.35010121367699,28.65752410888672,610.6576314004865,,trailing_stop,-42.82530664439673,13,False,defensive_income,defensive_income,defensive_income,archetype_rule
193,GOOGL,sell,0.002095948203783045,252.18739318847656,0.527763539751799,,trim_exit,0.10190562386975383,28,True,quality_compounder,quality_compounder,quality_compounder,global_rule
194,GOOGL,sell,0.0014042852965346403,251.31858825683594,0.35238286759542586,,trim_exit,0.06705806395445557,29,True,quality_compounder,quality_compounder,quality_compounder,global_rule
195,CG,sell,3.543865636104771,62.70374298095703,221.85507470228347,,trailing_stop,4.2156029879239725,25,False,defensive_income,defensive_income,defensive_income,archetype_rule
195,GOOGL,sell,0.0009408711486782089,246.80470275878906,0.2318549877157276,,trim_exit,0.04068736927627753,30,True,quality_compounder,quality_compounder,quality_compounder,global_rule
198,AVGO,sell,1.6051492254486732,326.5887145996094,523.2883339543126,,trailing_stop,68.47033073833524,48,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
199,BP,sell,8.453881630536655,33.17449188232422,280.0539183761045,,weak_value,-2.5196626683310797,24,False,defensive_income,defensive_income,defensive_income,global_rule
201,TEL,sell,1.7511516170041075,219.585693359375,383.9276387173796,,trim_exit,39.2050057931599,61,True,quality_compounder,quality_compounder,quality_compounder,global_rule
202,ONDS,sell,176.4148719658115,9.90999984741211,1741.889269821216,,take_profit,647.3845492046787,22,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
202,CFG,sell,7.739556942715154,52.58744430541992,406.4265135363363,,trim_exit,30.679893078109615,67,True,defensive_income,defensive_income,defensive_income,global_rule
202,TEL,sell,1.173271583392752,219.31756591796875,256.9191361740085,,trim_exit,25.9549721147813,62,True,quality_compounder,quality_compounder,quality_compounder,global_rule
203,CFG,sell,5.1855031516191525,52.76332092285156,273.21678396992195,,trim_exit,21.466548262910095,68,True,defensive_income,defensive_income,defensive_income,global_rule
203,TEL,sell,0.7860919608731437,221.42295837402344,173.78823652462071,,trim_exit,19.042246604938555,63,True,quality_compounder,quality_compounder,quality_compounder,global_rule
204,TEL,sell,0.5266816137850063,220.53909301757812,115.9732275886507,,trim_exit,12.293414342463635,64,True,quality_compounder,quality_compounder,quality_compounder,global_rule
205,TEL,sell,0.3528766812359543,222.8828125,78.52787758249535,,trim_exit,9.062402707550007,65,True,quality_compounder,quality_compounder,quality_compounder,global_rule
205,FSLR,buy,2.3118603301702696,231.81375252687766,535.9210184547966,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
207,RMBS,sell,3.6244919338317114,89.56999969482422,323.87045234118904,,trailing_stop,51.402364988898796,32,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
207,CFG,sell,10.52814276237828,48.12210464477539,505.8883473696855,,trailing_stop,-5.240919065762853,72,False,defensive_income,defensive_income,defensive_income,archetype_rule
210,ONDS,buy,48.33034702411852,9.546422993956607,461.38193613694733,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
212,ONDS,sell,48.33034702411852,7.610000133514404,366.35825454181304,,stop_loss,-95.02368159513424,2,False,quality_compounder,quality_compounder,quality_compounder,global_rule
214,GMAB,sell,48.12066501039639,30.1299991607666,1447.3464135043569,,trailing_stop,-94.49670844757247,24,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
215,BG,buy,5.638107021214495,93.84689852477275,529.1188574917255,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
215,TMO,buy,0.894820959612755,567.1340066317191,507.48339604322143,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
220,QCOM,buy,2.12164217921299,176.92742641520988,375.3766905421118,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
225,MDU,buy,13.433143262393903,19.446359755848764,261.22573653236776,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
226,FSLR,sell,2.7069715547308006,271.9800109863281,734.6695116562363,,trim_exit,99.30366006368945,21,True,quality_compounder,quality_compounder,quality_compounder,global_rule
227,FSLR,sell,1.8136709416696362,267.6400146484375,484.3737206024125,,trim_exit,58.678600035406134,22,True,quality_compounder,quality_compounder,quality_compounder,global_rule
228,FSLR,sell,1.2151595309186562,272.6400146484375,330.59300882730025,,trim_exit,45.37727804740598,23,True,quality_compounder,quality_compounder,quality_compounder,global_rule
229,FSLR,sell,0.8141568857154997,264.1499938964844,214.59779322803573,,trim_exit,23.503253605506558,24,True,quality_compounder,quality_compounder,quality_compounder,global_rule
230,FSLR,sell,0.5454851134293848,267.5199890136719,145.61589878135192,,trim_exit,17.582557234257393,25,True,quality_compounder,quality_compounder,quality_compounder,global_rule
233,QCOM,sell,3.6602722291906398,164.8439178466797,602.3109950119564,,trailing_stop,-46.90262619998714,13,False,defensive_income,defensive_income,defensive_income,archetype_rule
235,GGB,buy,101.94957797848164,3.420784017046602,348.74748689343625,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
236,BG,sell,9.524990097773557,91.71834564208984,872.1016268699508,,weak_value,-24.14985406694143,21,False,defensive_income,defensive_income,defensive_income,global_rule
236,FSLR,sell,4.007730208041604,245.83999633789062,983.3539622596035,,trailing_stop,-31.915791110417217,31,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
236,TEL,sell,0.7164465952366343,213.01133728027344,152.38150424109557,,trailing_stop,11.345540101055036,96,False,quality_compounder,quality_compounder,quality_compounder,archetype_rule
240,GMAB,buy,14.457749702695114,31.972325606977147,462.2478810387452,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
240,EXEL,buy,9.96391828548367,44.28953381881024,441.29729587279076,buy,,0.0,0,False,quality_compounder,quality_compounder,,archetype_rule
245,MDU,sell,30.214074030560127,19.192569732666016,579.0317318418903,,trailing_stop,-18.976564245616373,20,False,defensive_income,defensive_income,defensive_income,archetype_rule
245,AMGN,buy,1.2076395952865393,335.8165202886073,405.54532665186764,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
246,TMO,sell,2.0066012393694597,571.7744140625,1145.5093665371667,,weak_value,-6.32715776760665,31,False,quality_compounder,quality_compounder,quality_compounder,global_rule
250,AMGN,sell,1.2076395952865393,312.8335876464844,377.18607911998777,,trailing_stop,-28.359247531879873,5,False,defensive_income,defensive_income,defensive_income,archetype_rule
250,CTSH,buy,5.594244842943616,82.93814510843875,463.97629055619274,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
250,VFC,buy,21.91847413659843,19.72904798776515,432.43062805953974,buy,,0.0,0,False,defensive_income,defensive_income,,archetype_rule
